Park Name,Year,Visits
Bent's Old Fort NHS,1981,45843
Bent's Old Fort NHS,1982,44318
Bent's Old Fort NHS,1983,40173
Bent's Old Fort NHS,1984,38330
Bent's Old Fort NHS,1985,42875
Bent's Old Fort NHS,1986,44770
Bent's Old Fort NHS,1987,41194
Bent's Old Fort NHS,1988,41832
Bent's Old Fort NHS,1989,45512
Bent's Old Fort NHS,1990,43209
Bent's Old Fort NHS,1991,47170
Bent's Old Fort NHS,1992,48609
Bent's Old Fort NHS,1993,44935
Bent's Old Fort NHS,1994,44717
Bent's Old Fort NHS,1995,38338
Bent's Old Fort NHS,1996,37640
Bent's Old Fort NHS,1997,38771
Bent's Old Fort NHS,1998,41106
Bent's Old Fort NHS,1999,36814
Bent's Old Fort NHS,2000,30461
Bent's Old Fort NHS,2001,30987
Bent's Old Fort NHS,2002,29830
Bent's Old Fort NHS,2003,31247
Bent's Old Fort NHS,2004,30964
Bent's Old Fort NHS,2005,27760
Bent's Old Fort NHS,2006,26483
Bent's Old Fort NHS,2007,23952
Bent's Old Fort NHS,2008,25001
Bent's Old Fort NHS,2009,28131
Bent's Old Fort NHS,2010,29120
Bent's Old Fort NHS,2011,26842
Bent's Old Fort NHS,2012,25815
Bent's Old Fort NHS,2013,23324
Bent's Old Fort NHS,2014,24555
Bent's Old Fort NHS,2015,26219
Bent's Old Fort NHS,2016,31948
Bent's Old Fort NHS,2017,26397
Bent's Old Fort NHS,2018,23562
Bering Land Bridge NPRES,2019,2642
Bering Land Bridge NPRES,1998,3740
Bering Land Bridge NPRES,1999,3000
Bering Land Bridge NPRES,2000,3025
Bering Land Bridge NPRES,2001,3525
Bering Land Bridge NPRES,2002,2775
Bering Land Bridge NPRES,2003,2425
Bering Land Bridge NPRES,2004,2710
Bering Land Bridge NPRES,2005,2428
Bering Land Bridge NPRES,2006,1265
Bering Land Bridge NPRES,2007,796
Bering Land Bridge NPRES,2008,1019
Bering Land Bridge NPRES,2009,1054
Bering Land Bridge NPRES,2010,2642
Bering Land Bridge NPRES,2011,1890
Bering Land Bridge NPRES,2012,2642
Bering Land Bridge NPRES,2013,2642
Bering Land Bridge NPRES,2014,2636
Bering Land Bridge NPRES,2015,2642
Bering Land Bridge NPRES,2016,2642
Bering Land Bridge NPRES,2017,2642
Bering Land Bridge NPRES,2018,2642
Big Bend NP,2019,463832
Big Bend NP,1979,282941
Big Bend NP,1980,174008
Big Bend NP,1981,167332
Big Bend NP,1982,180144
Big Bend NP,1983,164926
Big Bend NP,1984,167665
Big Bend NP,1985,188045
Big Bend NP,1986,200622
Big Bend NP,1987,227921
Big Bend NP,1988,239595
Big Bend NP,1989,281728
Big Bend NP,1990,257378
Big Bend NP,1991,296470
Big Bend NP,1992,294535
Big Bend NP,1993,327907
Big Bend NP,1994,330417
Big Bend NP,1995,295460
Big Bend NP,1996,279454
Big Bend NP,1997,305882
Big Bend NP,1998,338442
Big Bend NP,1999,327649
Big Bend NP,2000,262320
Big Bend NP,2001,328927
Big Bend NP,2002,327747
Big Bend NP,2003,312384
Big Bend NP,2004,357723
Big Bend NP,2005,398583
Big Bend NP,2006,298717
Big Bend NP,2007,364856
Big Bend NP,2008,362512
Big Bend NP,2009,363905
Big Bend NP,2010,372330
Big Bend NP,2011,361862
Big Bend NP,2012,292055
Big Bend NP,2013,316953
Big Bend NP,2014,314102
Big Bend NP,2015,381747
Big Bend NP,2016,388290
Big Bend NP,2017,440276
Big Bend NP,2018,440091
Big Cypress NPRES,2019,1007471
Big Cypress NPRES,1989,81157
Big Cypress NPRES,1990,127790
Big Cypress NPRES,1991,159172
Big Cypress NPRES,1992,212682
Big Cypress NPRES,1993,234830
Big Cypress NPRES,1994,294307
Big Cypress NPRES,1995,365463
Big Cypress NPRES,1996,424920
Big Cypress NPRES,1997,462553
Big Cypress NPRES,1998,474895
Big Cypress NPRES,1999,503110
Big Cypress NPRES,2000,505062
Big Cypress NPRES,2001,409771
Big Cypress NPRES,2002,449481
Big Cypress NPRES,2003,400902
Big Cypress NPRES,2004,385194
Big Cypress NPRES,2005,768687
Big Cypress NPRES,2006,825857
Big Cypress NPRES,2007,822864
Big Cypress NPRES,2008,813790
Big Cypress NPRES,2009,812207
Big Cypress NPRES,2010,665523
Big Cypress NPRES,2011,941393
Big Cypress NPRES,2012,882570
Big Cypress NPRES,2013,1007788
Big Cypress NPRES,2014,1192856
Big Cypress NPRES,2015,1112290
Big Cypress NPRES,2016,1102148
Big Cypress NPRES,2017,922883
Big Cypress NPRES,2018,794350
Big Hole NB,2019,45861
Big Hole NB,1979,41186
Big Hole NB,1980,37317
Big Hole NB,1981,43176
Big Hole NB,1982,41128
Big Hole NB,1983,46748
Big Hole NB,1984,37695
Big Hole NB,1985,34603
Big Hole NB,1986,39388
Big Hole NB,1987,32694
Big Hole NB,1988,43351
Big Hole NB,1989,50031
Big Hole NB,1990,43820
Big Hole NB,1991,54065
Big Hole NB,1992,64177
Big Hole NB,1993,62198
Big Hole NB,1994,65671
Big Hole NB,1995,64125
Big Hole NB,1996,50235
Big Hole NB,1997,51708
Big Hole NB,1998,64968
Big Hole NB,1999,62302
Big Hole NB,2000,40470
Big Hole NB,2001,56619
Big Hole NB,2002,61142
Big Hole NB,2003,56146
Big Hole NB,2004,60128
Big Hole NB,2005,54934
Big Hole NB,2006,55049
Big Hole NB,2007,55415
Big Hole NB,2008,54818
Big Hole NB,2009,49822
Big Hole NB,2010,44771
Big Hole NB,2011,36290
Big Hole NB,2012,35207
Big Hole NB,2013,38092
Big Hole NB,2014,36987
Big Hole NB,2015,39549
Big Hole NB,2016,41795
Big Hole NB,2017,36717
Big Hole NB,2018,56943
Big South Fork NRRA,2019,750494
Big South Fork NRRA,1988,613011
Big South Fork NRRA,1989,730183
Big South Fork NRRA,1990,794539
Big South Fork NRRA,1991,860017
Big South Fork NRRA,1992,752203
Big South Fork NRRA,1993,737947
Big South Fork NRRA,1994,800460
Big South Fork NRRA,1995,892328
Big South Fork NRRA,1996,855882
Big South Fork NRRA,1997,858388
Big South Fork NRRA,1998,856480
Big South Fork NRRA,1999,860224
Big South Fork NRRA,2000,864200
Big South Fork NRRA,2001,916548
Big South Fork NRRA,2002,852873
Big South Fork NRRA,2003,752140
Big South Fork NRRA,2004,696114
Big South Fork NRRA,2005,699230
Big South Fork NRRA,2006,622807
Big South Fork NRRA,2007,626751
Big South Fork NRRA,2008,675928
Big South Fork NRRA,2009,686747
Big South Fork NRRA,2010,656374
Big South Fork NRRA,2011,606579
Big South Fork NRRA,2012,600161
Big South Fork NRRA,2013,565063
Big South Fork NRRA,2014,599906
Big South Fork NRRA,2015,643135
Big South Fork NRRA,2016,684715
Big South Fork NRRA,2017,761200
Big South Fork NRRA,2018,760906
Big Thicket NPRES,2019,255926
Big Thicket NPRES,1981,22763
Big Thicket NPRES,1982,43824
Big Thicket NPRES,1983,33355
Big Thicket NPRES,1984,81548
Big Thicket NPRES,1985,77664
Big Thicket NPRES,1986,66669
Big Thicket NPRES,1987,62460
Big Thicket NPRES,1988,71765
Big Thicket NPRES,1989,102174
Big Thicket NPRES,1990,77930
Big Thicket NPRES,1991,64076
Big Thicket NPRES,1992,72269
Big Thicket NPRES,1993,82854
Big Thicket NPRES,1994,127313
Big Thicket NPRES,1995,115466
Big Thicket NPRES,1996,111626
Big Thicket NPRES,1997,77633
Big Thicket NPRES,1998,60087
Big Thicket NPRES,1999,60193
Big Thicket NPRES,2000,62009
Big Thicket NPRES,2001,98526
Big Thicket NPRES,2002,101830
Big Thicket NPRES,2003,101580
Big Thicket NPRES,2004,107782
Big Thicket NPRES,2005,92383
Big Thicket NPRES,2006,91126
Big Thicket NPRES,2007,95285
Big Thicket NPRES,2008,93634
Big Thicket NPRES,2009,100509
Big Thicket NPRES,2010,140489
Big Thicket NPRES,2011,137722
Big Thicket NPRES,2012,135262
Big Thicket NPRES,2013,120108
Big Thicket NPRES,2014,109956
Big Thicket NPRES,2015,125832
Big Thicket NPRES,2016,192809
Big Thicket NPRES,2017,170649
Big Thicket NPRES,2018,221514
Bighorn Canyon NRA,2019,249659
Bighorn Canyon NRA,1979,297152
Bighorn Canyon NRA,1980,322728
Bighorn Canyon NRA,1981,341157
Bighorn Canyon NRA,1982,391017
Bighorn Canyon NRA,1983,373150
Bighorn Canyon NRA,1984,379625
Bighorn Canyon NRA,1985,456020
Bighorn Canyon NRA,1986,455228
Bighorn Canyon NRA,1987,452103
Bighorn Canyon NRA,1988,441172
Bighorn Canyon NRA,1989,455401
Bighorn Canyon NRA,1990,463311
Bighorn Canyon NRA,1991,481098
Bighorn Canyon NRA,1992,459660
Bighorn Canyon NRA,1993,397336
Bighorn Canyon NRA,1994,410594
Bighorn Canyon NRA,1995,378180
Bighorn Canyon NRA,1996,301533
Bighorn Canyon NRA,1997,190509
Bighorn Canyon NRA,1998,279637
Bighorn Canyon NRA,1999,234013
Bighorn Canyon NRA,2000,238049
Bighorn Canyon NRA,2001,241388
Bighorn Canyon NRA,2002,167792
Bighorn Canyon NRA,2003,228701
Bighorn Canyon NRA,2004,149011
Bighorn Canyon NRA,2005,194519
Bighorn Canyon NRA,2006,177414
Bighorn Canyon NRA,2007,213063
Bighorn Canyon NRA,2008,178533
Bighorn Canyon NRA,2009,205293
Bighorn Canyon NRA,2010,258637
Bighorn Canyon NRA,2011,201010
Bighorn Canyon NRA,2012,245831
Bighorn Canyon NRA,2013,241527
Bighorn Canyon NRA,2014,224083
Bighorn Canyon NRA,2015,245173
Bighorn Canyon NRA,2016,259485
Bighorn Canyon NRA,2017,231836
Bighorn Canyon NRA,2018,235570
Biscayne NP,2019,708522
Biscayne NP,1979,202938
Biscayne NP,1980,248071
Biscayne NP,1981,305502
Biscayne NP,1982,348219
Biscayne NP,1983,369082
Biscayne NP,1984,340567
Biscayne NP,1985,460921
Biscayne NP,1986,578013
Biscayne NP,1987,607968
Biscayne NP,1988,531036
Biscayne NP,1989,589957
Biscayne NP,1990,573376
Biscayne NP,1991,488134
Biscayne NP,1992,307512
Biscayne NP,1993,19950
Biscayne NP,1994,25147
Biscayne NP,1995,584519
Biscayne NP,1996,338603
Biscayne NP,1997,392069
Biscayne NP,1998,403239
Biscayne NP,1999,442585
Biscayne NP,2000,393151
Biscayne NP,2001,489343
Biscayne NP,2002,513397
Biscayne NP,2003,490031
Biscayne NP,2004,478304
Biscayne NP,2005,563728
Biscayne NP,2006,608836
Biscayne NP,2007,517442
Biscayne NP,2008,686062
Biscayne NP,2009,437745
Biscayne NP,2010,467612
Biscayne NP,2011,476077
Biscayne NP,2012,495613
Biscayne NP,2013,486848
Biscayne NP,2014,525745
Biscayne NP,2015,508164
Biscayne NP,2016,514709
Biscayne NP,2017,446961
Biscayne NP,2018,469253
Black Canyon of the Gunnison NP,2019,432818
Black Canyon of the Gunnison NP,1979,234286
Black Canyon of the Gunnison NP,1980,336119
Black Canyon of the Gunnison NP,1981,266604
Black Canyon of the Gunnison NP,1982,227428
Black Canyon of the Gunnison NP,1983,291618
Black Canyon of the Gunnison NP,1984,253048
Black Canyon of the Gunnison NP,1985,266012
Black Canyon of the Gunnison NP,1986,289117
Black Canyon of the Gunnison NP,1987,285439
Black Canyon of the Gunnison NP,1988,269073
Black Canyon of the Gunnison NP,1989,288586
Black Canyon of the Gunnison NP,1990,275323
Black Canyon of the Gunnison NP,1991,316336
Black Canyon of the Gunnison NP,1992,337209
Black Canyon of the Gunnison NP,1993,319322
Black Canyon of the Gunnison NP,1994,214194
Black Canyon of the Gunnison NP,1995,221113
Black Canyon of the Gunnison NP,1996,200125
Black Canyon of the Gunnison NP,1997,209863
Black Canyon of the Gunnison NP,1998,193451
Black Canyon of the Gunnison NP,1999,200142
Black Canyon of the Gunnison NP,2000,191506
Black Canyon of the Gunnison NP,2001,181018
Black Canyon of the Gunnison NP,2002,173687
Black Canyon of the Gunnison NP,2003,167247
Black Canyon of the Gunnison NP,2004,175581
Black Canyon of the Gunnison NP,2005,180814
Black Canyon of the Gunnison NP,2006,160450
Black Canyon of the Gunnison NP,2007,219576
Black Canyon of the Gunnison NP,2008,160185
Black Canyon of the Gunnison NP,2009,171451
Black Canyon of the Gunnison NP,2010,176344
Black Canyon of the Gunnison NP,2011,168336
Black Canyon of the Gunnison NP,2012,192570
Black Canyon of the Gunnison NP,2013,175852
Black Canyon of the Gunnison NP,2014,183045
Black Canyon of the Gunnison NP,2015,209166
Black Canyon of the Gunnison NP,2016,238018
Black Canyon of the Gunnison NP,2017,307143
Black Canyon of the Gunnison NP,2018,308962
Blue Ridge PKWY,2019,14976085
Blue Ridge PKWY,1979,11700219
Blue Ridge PKWY,1980,13415014
Blue Ridge PKWY,1981,13625753
Blue Ridge PKWY,1982,14360184
Blue Ridge PKWY,1983,15208455
Blue Ridge PKWY,1984,15135991
Blue Ridge PKWY,1985,17193408
Blue Ridge PKWY,1986,17076150
Blue Ridge PKWY,1987,18604627
Blue Ridge PKWY,1988,20002975
Blue Ridge PKWY,1989,16176171
Blue Ridge PKWY,1990,16854602
Blue Ridge PKWY,1991,16414294
Blue Ridge PKWY,1992,17561391
Blue Ridge PKWY,1993,17889335
Blue Ridge PKWY,1994,16928639
Blue Ridge PKWY,1995,17415519
Blue Ridge PKWY,1996,17169062
Blue Ridge PKWY,1997,18373279
Blue Ridge PKWY,1998,19026498
Blue Ridge PKWY,1999,19836842
Blue Ridge PKWY,2000,19153081
Blue Ridge PKWY,2001,19969587
Blue Ridge PKWY,2002,21538760
Blue Ridge PKWY,2003,18344051
Blue Ridge PKWY,2004,17999116
Blue Ridge PKWY,2005,17882567
Blue Ridge PKWY,2006,18953478
Blue Ridge PKWY,2007,17352286
Blue Ridge PKWY,2008,16309307
Blue Ridge PKWY,2009,15936316
Blue Ridge PKWY,2010,14517118
Blue Ridge PKWY,2011,15382447
Blue Ridge PKWY,2012,15205059
Blue Ridge PKWY,2013,12877368
Blue Ridge PKWY,2014,13941749
Blue Ridge PKWY,2015,15054603
Blue Ridge PKWY,2016,15175578
Blue Ridge PKWY,2017,16093765
Blue Ridge PKWY,2018,14690418
Bluestone NSR,2019,37663
Bluestone NSR,1993,51848
Bluestone NSR,1994,66089
Bluestone NSR,1995,63465
Bluestone NSR,1996,64651
Bluestone NSR,1997,67836
Bluestone NSR,1998,56983
Bluestone NSR,1999,58610
Bluestone NSR,2000,51738
Bluestone NSR,2001,55763
Bluestone NSR,2002,55115
Bluestone NSR,2003,50302
Bluestone NSR,2004,39590
Bluestone NSR,2005,45146
Bluestone NSR,2006,46093
Bluestone NSR,2007,48061
Bluestone NSR,2008,46942
Bluestone NSR,2009,45904
Bluestone NSR,2010,37790
Bluestone NSR,2011,41670
Bluestone NSR,2012,36842
Bluestone NSR,2013,36266
Bluestone NSR,2014,38450
Bluestone NSR,2015,36733
Bluestone NSR,2016,34139
Bluestone NSR,2017,32028
Bluestone NSR,2018,31316
Booker T. Washington NM,2019,24640
Booker T. Washington NM,1979,25507
Booker T. Washington NM,1980,21575
Booker T. Washington NM,1981,19874
Booker T. Washington NM,1982,20461
Booker T. Washington NM,1983,23007
Booker T. Washington NM,1984,24972
Booker T. Washington NM,1985,19644
Booker T. Washington NM,1986,20859
Booker T. Washington NM,1987,20588
Booker T. Washington NM,1988,20070
Booker T. Washington NM,1989,17571
Booker T. Washington NM,1990,25060
Booker T. Washington NM,1991,20887
Booker T. Washington NM,1992,25983
Booker T. Washington NM,1993,25894
Booker T. Washington NM,1994,26210
Booker T. Washington NM,1995,25704
Booker T. Washington NM,1996,20134
Booker T. Washington NM,1997,19172
Booker T. Washington NM,1998,19226
Booker T. Washington NM,1999,22623
Booker T. Washington NM,2000,21435
Booker T. Washington NM,2001,22692
Booker T. Washington NM,2002,19188
Booker T. Washington NM,2003,17906
Booker T. Washington NM,2004,18513
Booker T. Washington NM,2005,16357
Booker T. Washington NM,2006,18339
Booker T. Washington NM,2007,19410
Booker T. Washington NM,2008,19990
Booker T. Washington NM,2009,21216
Booker T. Washington NM,2010,21665
Booker T. Washington NM,2011,24030
Booker T. Washington NM,2012,24361
Booker T. Washington NM,2013,22103
Booker T. Washington NM,2014,26127
Booker T. Washington NM,2015,27205
Booker T. Washington NM,2016,23440
Booker T. Washington NM,2017,25479
Booker T. Washington NM,2018,22732
Boston African American NHS,2019,419585
Boston African American NHS,1989,102779
Boston African American NHS,1990,194531
Boston African American NHS,1991,232064
Boston African American NHS,1992,341487
Boston African American NHS,1993,328256
Boston African American NHS,1994,467858
Boston African American NHS,1995,358029
Boston African American NHS,1996,345739
Boston African American NHS,1997,365843
Boston African American NHS,1998,384331
Boston African American NHS,1999,391235
Boston African American NHS,2000,393175
Boston African American NHS,2001,390130
Boston African American NHS,2002,299958
Boston African American NHS,2003,227200
Boston African American NHS,2004,236353
Boston African American NHS,2005,327921
Boston African American NHS,2006,255060
Boston African American NHS,2007,265459
Boston African American NHS,2008,280279
Boston African American NHS,2009,298519
Boston African American NHS,2010,333463
Boston African American NHS,2011,379906
Boston African American NHS,2012,404248
Boston African American NHS,2013,386084
Boston African American NHS,2014,408641
Boston African American NHS,2015,412377
Boston African American NHS,2016,414170
Boston African American NHS,2017,413151
Boston African American NHS,2018,410893
Boston NHP,2019,3201834
Boston NHP,1979,1777391
Boston NHP,1980,2034110
Boston NHP,1981,1754142
Boston NHP,1982,1703122
Boston NHP,1983,2088259
Boston NHP,1984,1481339
Boston NHP,1985,1560527
Boston NHP,1986,1642367
Boston NHP,1987,2219983
Boston NHP,1988,2183824
Boston NHP,1989,2135152
Boston NHP,1990,2102943
Boston NHP,1991,2020563
Boston NHP,1992,2076084
Boston NHP,1993,2030197
Boston NHP,1994,1921510
Boston NHP,1995,1839498
Boston NHP,1996,2260565
Boston NHP,1997,2707789
Boston NHP,1998,2697197
Boston NHP,1999,2330011
Boston NHP,2000,2450806
Boston NHP,2001,1981301
Boston NHP,2002,1801100
Boston NHP,2003,1617503
Boston NHP,2004,1897505
Boston NHP,2005,1992242
Boston NHP,2006,1944386
Boston NHP,2007,2184889
Boston NHP,2008,2232495
Boston NHP,2009,2155026
Boston NHP,2010,2060497
Boston NHP,2011,2546156
Boston NHP,2012,2629064
Boston NHP,2013,2245875
Boston NHP,2014,2476078
Boston NHP,2015,2262841
Boston NHP,2016,2594495
Boston NHP,2017,3425606
Boston NHP,2018,3053241
Brown v. Board of Education NHS,2019,21413
Brown v. Board of Education NHS,2004,22101
Brown v. Board of Education NHS,2005,18390
Brown v. Board of Education NHS,2006,20926
Brown v. Board of Education NHS,2007,17536
Brown v. Board of Education NHS,2008,16950
Brown v. Board of Education NHS,2009,19228
Brown v. Board of Education NHS,2010,17808
Brown v. Board of Education NHS,2011,16886
Brown v. Board of Education NHS,2012,21101
Brown v. Board of Education NHS,2013,19356
Brown v. Board of Education NHS,2014,26868
Brown v. Board of Education NHS,2015,25338
Brown v. Board of Education NHS,2016,27968
Brown v. Board of Education NHS,2017,25204
Brown v. Board of Education NHS,2018,24083
Bryce Canyon NP,2019,2594904
Bryce Canyon NP,1979,558095
Bryce Canyon NP,1980,571541
Bryce Canyon NP,1981,474092
Bryce Canyon NP,1982,471517
Bryce Canyon NP,1983,472633
Bryce Canyon NP,1984,495104
Bryce Canyon NP,1985,500782
Bryce Canyon NP,1986,578018
Bryce Canyon NP,1987,718342
Bryce Canyon NP,1988,791348
Bryce Canyon NP,1989,808045
Bryce Canyon NP,1990,862659
Bryce Canyon NP,1991,929067
Bryce Canyon NP,1992,1018174
Bryce Canyon NP,1993,1107951
Bryce Canyon NP,1994,1028134
Bryce Canyon NP,1995,994548
Bryce Canyon NP,1996,1269600
Bryce Canyon NP,1997,1174824
Bryce Canyon NP,1998,1166331
Bryce Canyon NP,1999,1081521
Bryce Canyon NP,2000,1099275
Bryce Canyon NP,2001,1068619
Bryce Canyon NP,2002,886436
Bryce Canyon NP,2003,903760
Bryce Canyon NP,2004,987253
Bryce Canyon NP,2005,1017681
Bryce Canyon NP,2006,890676
Bryce Canyon NP,2007,1012563
Bryce Canyon NP,2008,1043321
Bryce Canyon NP,2009,1216377
Bryce Canyon NP,2010,1285492
Bryce Canyon NP,2011,1296000
Bryce Canyon NP,2012,1385352
Bryce Canyon NP,2013,1311875
Bryce Canyon NP,2014,1435741
Bryce Canyon NP,2015,1745804
Bryce Canyon NP,2016,2365110
Bryce Canyon NP,2017,2571684
Bryce Canyon NP,2018,2679478
Buck Island Reef NM,2019,37085
Buck Island Reef NM,1979,82390
Buck Island Reef NM,1980,71305
Buck Island Reef NM,1981,45502
Buck Island Reef NM,1982,49915
Buck Island Reef NM,1983,51641
Buck Island Reef NM,1984,45816
Buck Island Reef NM,1985,62345
Buck Island Reef NM,1986,74708
Buck Island Reef NM,1987,93015
Buck Island Reef NM,1988,95052
Buck Island Reef NM,1989,73779
Buck Island Reef NM,1990,32337
Buck Island Reef NM,1991,51542
Buck Island Reef NM,1992,48621
Buck Island Reef NM,1993,60204
Buck Island Reef NM,1994,57294
Buck Island Reef NM,1995,57716
Buck Island Reef NM,1996,45618
Buck Island Reef NM,1997,53583
Buck Island Reef NM,1998,46455
Buck Island Reef NM,2002,50213
Buck Island Reef NM,2003,46274
Buck Island Reef NM,2004,44806
Buck Island Reef NM,2005,47883
Buck Island Reef NM,2006,47456
Buck Island Reef NM,2007,46303
Buck Island Reef NM,2008,46025
Buck Island Reef NM,2009,47341
Buck Island Reef NM,2010,27403
Buck Island Reef NM,2011,28223
Buck Island Reef NM,2012,30436
Buck Island Reef NM,2013,28972
Buck Island Reef NM,2014,34400
Buck Island Reef NM,2015,41936
